pizza_id,customer_id,employee_id,created_at,fulfilled_at
2247,206,4,2025-01-24 12:01:00,2025-01-24 12:14:00
2248,25,2,2025-01-24 15:59:00,2025-01-24 16:28:00
2249,29,4,2025-01-24 19:26:00,2025-01-24 19:47:00
2250,268,3,2025-01-24 12:52:00,2025-01-24 13:12:00
2251,107,2,2025-01-24 11:32:00,2025-01-24 12:03:00
2252,237,3,2025-01-24 20:58:00,2025-01-24 21:32:00
2253,172,2,2025-01-24 17:02:00,2025-01-24 17:25:00
2254,186,3,2025-01-24 18:08:00,2025-01-24 18:32:00
2255,57,3,2025-01-24 10:00:00,2025-01-24 10:33:00
2256,171,4,2025-01-24 14:11:00,2025-01-24 14:45:00
2257,160,3,2025-01-24 19:12:00,2025-01-24 19:29:00
2258,249,1,2025-01-24 10:33:00,2025-01-24 11:04:00
2259,118,2,2025-01-24 13:51:00,2025-01-24 14:04:00
2260,79,2,2025-01-24 21:53:00,2025-01-24 22:11:00
2261,133,4,2025-01-24 18:04:00,2025-01-24 18:36:00
2262,243,2,2025-01-24 21:53:00,2025-01-24 22:08:00
2263,159,4,2025-01-24 10:00:00,2025-01-24 10:24:00
2264,289,1,2025-01-24 20:26:00,2025-01-24 21:00:00
2265,65,3,2025-01-24 12:35:00,2025-01-24 12:57:00
2266,89,4,2025-01-24 19:20:00,2025-01-24 19:34:00
2267,277,1,2025-01-24 20:02:00,2025-01-24 20:31:00
2268,283,4,2025-01-24 21:53:00,2025-01-24 22:07:00
2269,143,2,2025-01-24 20:43:00,2025-01-24 21:08:00
2270,183,1,2025-01-24 10:28:00,2025-01-24 10:54:00
2271,219,3,2025-01-24 12:03:00,2025-01-24 12:31:00
2272,13,4,2025-01-24 10:28:00,2025-01-24 10:49:00
2273,2,1,2025-01-24 19:22:00,2025-01-24 19:36:00
2274,41,2,2025-01-24 10:00:00,2025-01-24 10:25:00
2275,276,1,2025-01-24 13:10:00,2025-01-24 13:22:00
2276,67,4,2025-01-24 18:45:00,2025-01-24 18:59:00
2277,145,3,2025-01-24 16:46:00,2025-01-24 16:58:00
2278,184,4,2025-01-24 12:16:00,2025-01-24 12:35:00
2279,146,2,2025-01-24 18:39:00,2025-01-24 19:09:00
2280,113,1,2025-01-24 12:49:00,2025-01-24 13:08:00
2281,203,1,2025-01-24 21:53:00,2025-01-24 22:24:00
2282,285,4,2025-01-24 15:49:00,2025-01-24 16:01:00
2283,54,3,2025-01-24 12:43:00,2025-01-24 13:08:00
2284,236,2,2025-01-24 12:00:00,2025-01-24 12:19:00
2285,64,1,2025-01-24 19:51:00,2025-01-24 20:09:00
2286,20,1,2025-01-24 21:17:00,2025-01-24 21:51:00
2287,187,1,2025-01-24 16:00:00,2025-01-24 16:15:00
2288,223,3,2025-01-24 10:00:00,2025-01-24 10:31:00
2289,221,4,2025-01-24 12:25:00,2025-01-24 12:42:00
2290,167,4,2025-01-24 20:28:00,2025-01-24 21:01:00
2291,189,1,2025-01-24 21:16:00,2025-01-24 21:36:00
2292,128,2,2025-01-24 11:49:00,2025-01-24 12:04:00
2293,77,1,2025-01-24 17:06:00,2025-01-24 17:33:00
2294,263,2,2025-01-24 19:21:00,2025-01-24 19:54:00
2295,293,2,2025-01-24 19:49:00,2025-01-24 20:04:00
2296,253,1,2025-01-24 17:43:00,2025-01-24 17:58:00
2297,210,4,2025-01-24 10:42:00,2025-01-24 11:13:00
2298,127,2,2025-01-25 20:03:00,2025-01-25 20:31:00
2299,84,4,2025-01-25 14:14:00,2025-01-25 14:45:00
2300,124,2,2025-01-25 11:26:00,2025-01-25 11:53:00
2301,109,4,2025-01-25 13:48:00,2025-01-25 14:06:00
2302,90,3,2025-01-25 12:02:00,2025-01-25 12:15:00
2303,7,3,2025-01-25 19:15:00,2025-01-25 19:47:00
2304,16,3,2025-01-25 18:27:00,2025-01-25 18:58:00
2305,286,1,2025-01-25 17:56:00,2025-01-25 18:26:00
2306,112,3,2025-01-25 15:27:00,2025-01-25 15:46:00
2307,117,2,2025-01-25 15:09:00,2025-01-25 15:43:00
2308,268,4,2025-01-25 11:10:00,2025-01-25 11:29:00
2309,1,4,2025-01-25 19:03:00,2025-01-25 19:22:00
2310,118,1,2025-01-25 18:25:00,2025-01-25 18:53:00
2311,74,3,2025-01-25 10:00:00,2025-01-25 10:27:00
2312,60,2,2025-01-25 18:52:00,2025-01-25 19:21:00
2313,123,1,2025-01-25 17:40:00,2025-01-25 18:14:00
2314,133,4,2025-01-25 13:24:00,2025-01-25 13:57:00
2315,91,4,2025-01-25 19:02:00,2025-01-25 19:31:00
2316,38,3,2025-01-25 13:13:00,2025-01-25 13:33:00
2317,288,3,2025-01-25 20:26:00,2025-01-25 20:42:00
2318,295,3,2025-01-25 19:05:00,2025-01-25 19:27:00
2319,154,4,2025-01-25 20:42:00,2025-01-25 20:55:00
2320,210,2,2025-01-25 13:37:00,2025-01-25 14:03:00
2321,160,3,2025-01-25 19:33:00,2025-01-25 19:56:00
2322,211,1,2025-01-25 11:08:00,2025-01-25 11:39:00
2323,171,2,2025-01-25 10:00:00,2025-01-25 10:31:00
2324,204,4,2025-01-25 17:47:00,2025-01-25 18:18:00
2325,174,3,2025-01-25 21:31:00,2025-01-25 21:43:00
2326,153,3,2025-01-25 18:48:00,2025-01-25 19:04:00
2327,59,3,2025-01-25 15:58:00,2025-01-25 16:12:00
2328,80,2,2025-01-25 18:53:00,2025-01-25 19:25:00
2329,49,2,2025-01-25 18:24:00,2025-01-25 18:48:00
2330,58,3,2025-01-25 19:38:00,2025-01-25 20:05:00
2331,65,3,2025-01-25 13:00:00,2025-01-25 13:14:00
2332,94,2,2025-01-25 10:00:00,2025-01-25 10:26:00
2333,40,3,2025-01-25 20:48:00,2025-01-25 21:21:00
2334,56,1,2025-01-25 19:56:00,2025-01-25 20:22:00
2335,194,3,2025-01-25 16:08:00,2025-01-25 16:36:00
2336,235,3,2025-01-25 14:54:00,2025-01-25 15:23:00
2337,219,2,2025-01-25 19:52:00,2025-01-25 20:15:00
2338,134,2,2025-01-25 11:07:00,2025-01-25 11:26:00
2339,41,3,2025-01-25 20:33:00,2025-01-25 20:52:00
2340,82,1,2025-01-25 12:02:00,2025-01-25 12:27:00
2341,150,3,2025-01-25 10:00:00,2025-01-25 10:25:00
2342,234,4,2025-01-25 18:05:00,2025-01-25 18:38:00
2343,256,1,2025-01-25 17:54:00,2025-01-25 18:24:00
2344,14,2,2025-01-25 18:41:00,2025-01-25 19:10:00
2345,97,2,2025-01-25 12:42:00,2025-01-25 13:01:00
2346,98,4,2025-01-25 12:33:00,2025-01-25 12:51:00
2347,151,4,2025-01-25 18:56:00,2025-01-25 19:22:00
2348,47,4,2025-01-25 18:10:00,2025-01-25 18:44:00
2349,11,4,2025-01-25 16:13:00,2025-01-25 16:43:00
2350,255,3,2025-01-25 17:34:00,2025-01-25 18:01:00
2351,128,3,2025-01-25 17:10:00,2025-01-25 17:37:00
2352,272,4,2025-01-25 20:35:00,2025-01-25 20:56:00
2353,266,3,2025-01-25 19:14:00,2025-01-25 19:27:00
2354,224,4,2025-01-25 13:23:00,2025-01-25 13:43:00
2355,69,2,2025-01-25 20:10:00,2025-01-25 20:39:00
2356,249,4,2025-01-25 19:23:00,2025-01-25 19:54:00
2357,141,3,2025-01-25 12:59:00,2025-01-25 13:22:00
2358,36,2,2025-01-25 17:56:00,2025-01-25 18:14:00
2359,143,4,2025-01-25 18:42:00,2025-01-25 19:12:00
2360,105,4,2025-01-25 17:37:00,2025-01-25 17:49:00
2361,281,3,2025-01-25 10:38:00,2025-01-25 10:57:00
2362,293,4,2025-01-25 18:25:00,2025-01-25 18:53:00
2363,212,2,2025-01-25 12:59:00,2025-01-25 13:11:00
2364,292,3,2025-01-25 10:37:00,2025-01-25 11:01:00
2365,6,3,2025-01-25 16:37:00,2025-01-25 17:07:00
2366,257,3,2025-01-25 10:12:00,2025-01-25 10:30:00
2367,138,1,2025-01-25 21:06:00,2025-01-25 21:20:00
2368,135,2,2025-01-25 19:22:00,2025-01-25 19:54:00
2369,51,4,2025-01-25 21:09:00,2025-01-25 21:26:00
2370,195,2,2025-01-25 10:16:00,2025-01-25 10:50:00
2371,140,2,2025-01-25 15:55:00,2025-01-25 16:18:00
2372,8,2,2025-01-25 10:00:00,2025-01-25 10:21:00
2373,61,1,2025-01-25 20:13:00,2025-01-25 20:47:00
2374,52,3,2025-01-25 10:55:00,2025-01-25 11:21:00
2375,12,3,2025-01-25 18:06:00,2025-01-25 18:37:00
2376,4,3,2025-01-25 17:02:00,2025-01-25 17:14:00
2377,215,2,2025-01-25 17:41:00,2025-01-25 17:58:00
2378,110,2,2025-01-25 12:51:00,2025-01-25 13:17:00
2379,2,1,2025-01-25 17:55:00,2025-01-25 18:27:00
2380,297,4,2025-01-25 18:09:00,2025-01-25 18:24:00
2381,25,4,2025-01-25 20:28:00,2025-01-25 20:42:00
2382,93,2,2025-01-25 17:00:00,2025-01-25 17:34:00
2383,78,4,2025-01-25 18:27:00,2025-01-25 18:57:00
2384,277,2,2025-01-25 19:25:00,2025-01-25 19:53:00
2385,155,2,2025-01-25 20:48:00,2025-01-25 21:14:00
2386,239,3,2025-01-25 13:19:00,2025-01-25 13:36:00
2387,156,3,2025-01-25 16:41:00,2025-01-25 17:08:00
2388,148,4,2025-01-25 10:00:00,2025-01-25 10:23:00
2389,167,1,2025-01-25 12:08:00,2025-01-25 12:38:00
2390,129,3,2025-01-25 20:06:00,2025-01-25 20:25:00
2391,18,4,2025-01-25 19:50:00,2025-01-25 20:04:00
2392,147,2,2025-01-25 10:31:00,2025-01-25 11:04:00
2393,50,3,2025-01-25 19:22:00,2025-01-25 19:52:00
2394,126,4,2025-01-25 12:26:00,2025-01-25 12:48:00
2395,206,3,2025-01-25 18:52:00,2025-01-25 19:26:00
2396,96,3,2025-01-25 20:54:00,2025-01-25 21:10:00
2397,274,4,2025-01-25 18:15:00,2025-01-25 18:28:00
2398,42,2,2025-01-25 17:11:00,2025-01-25 17:35:00
2399,300,2,2025-01-25 12:15:00,2025-01-25 12:47:00
2400,30,3,2025-01-25 17:37:00,2025-01-25 17:50:00
2401,102,1,2025-01-25 18:18:00,2025-01-25 18:40:00
2402,231,2,2025-01-25 13:03:00,2025-01-25 13:17:00
2403,232,1,2025-01-25 18:51:00,2025-01-25 19:14:00
2404,243,1,2025-01-25 19:42:00,2025-01-25 20:14:00
2405,270,2,2025-01-25 11:03:00,2025-01-25 11:20:00
2406,70,1,2025-01-25 10:00:00,2025-01-25 10:28:00
2407,276,1,2025-01-25 12:11:00,2025-01-25 12:40:00
2408,13,3,2025-01-25 21:53:00,2025-01-25 22:22:00
2409,278,2,2025-01-25 14:03:00,2025-01-25 14:28:00
2410,113,1,2025-01-25 19:50:00,2025-01-25 20:22:00
2411,130,3,2025-01-25 18:09:00,2025-01-25 18:28:00
2412,241,2,2025-01-25 17:22:00,2025-01-25 17:49:00
2413,214,1,2025-01-25 19:21:00,2025-01-25 19:54:00
2414,142,4,2025-01-25 10:16:00,2025-01-25 10:44:00
2415,162,2,2025-01-25 20:05:00,2025-01-25 20:26:00
2416,73,2,2025-01-25 20:56:00,2025-01-25 21:18:00
2417,169,2,2025-01-25 10:29:00,2025-01-25 10:59:00
2418,181,3,2025-01-25 16:15:00,2025-01-25 16:38:00
2419,253,1,2025-01-25 21:01:00,2025-01-25 21:31:00
2420,54,3,2025-01-25 13:57:00,2025-01-25 14:20:00
2421,175,4,2025-01-25 10:33:00,2025-01-25 10:58:00
2422,187,3,2025-01-25 15:32:00,2025-01-25 15:47:00
2423,37,3,2025-01-25 19:07:00,2025-01-25 19:22:00
2424,137,3,2025-01-25 18:54:00,2025-01-25 19:27:00
2425,284,2,2025-01-25 13:55:00,2025-01-25 14:07:00
2426,158,1,2025-01-25 13:47:00,2025-01-25 14:11:00
2427,62,3,2025-01-25 18:01:00,2025-01-25 18:21:00
2428,32,3,2025-01-25 18:01:00,2025-01-25 18:30:00
2429,108,4,2025-01-25 10:58:00,2025-01-25 11:18:00
2430,280,2,2025-01-25 14:20:00,2025-01-25 14:49:00
2431,34,1,2025-01-25 14:42:00,2025-01-25 15:15:00
2432,5,2,2025-01-25 21:53:00,2025-01-25 22:14:00
2433,89,2,2025-01-25 20:15:00,2025-01-25 20:37:00
2434,186,2,2025-01-25 17:43:00,2025-01-25 17:57:00
2435,190,3,2025-01-25 18:56:00,2025-01-25 19:25:00
2436,193,4,2025-01-25 19:08:00,2025-01-25 19:36:00
2437,9,1,2025-01-25 10:22:00,2025-01-25 10:35:00
2438,72,2,2025-01-25 11:42:00,2025-01-25 12:13:00
2439,173,1,2025-01-25 20:40:00,2025-01-25 21:02:00
2440,63,3,2025-01-25 10:00:00,2025-01-25 10:26:00
2441,159,1,2025-01-25 12:17:00,2025-01-25 12:39:00
2442,294,4,2025-01-25 19:33:00,2025-01-25 19:48:00
2443,285,4,2025-01-25 10:00:00,2025-01-25 10:17:00
2444,145,3,2025-01-25 18:30:00,2025-01-25 18:55:00
2445,240,4,2025-01-25 18:14:00,2025-01-25 18:38:00
2446,168,2,2025-01-25 21:37:00,2025-01-25 21:53:00
2447,75,2,2025-01-25 20:31:00,2025-01-25 20:45:00
2448,121,3,2025-01-25 20:14:00,2025-01-25 20:46:00
2449,146,4,2025-01-25 15:47:00,2025-01-25 16:01:00
2450,139,1,2025-01-25 18:33:00,2025-01-25 18:52:00
2451,64,3,2025-01-25 10:23:00,2025-01-25 10:35:00
2452,28,3,2025-01-25 20:18:00,2025-01-25 20:48:00
2453,88,4,2025-01-25 16:35:00,2025-01-25 16:56:00
2454,236,2,2025-01-25 13:03:00,2025-01-25 13:24:00
2455,289,4,2025-01-25 20:27:00,2025-01-25 20:50:00
2456,17,4,2025-01-25 17:23:00,2025-01-25 17:35:00
2457,85,3,2025-01-25 19:57:00,2025-01-25 20:26:00
2458,57,3,2025-01-25 13:00:00,2025-01-25 13:33:00
2459,149,4,2025-01-25 18:53:00,2025-01-25 19:07:00
2460,238,3,2025-01-25 17:12:00,2025-01-25 17:38:00
2461,44,4,2025-01-25 16:25:00,2025-01-25 16:46:00
2462,226,4,2025-01-25 19:01:00,2025-01-25 19:18:00
2463,251,2,2025-01-25 17:43:00,2025-01-25 17:59:00
2464,209,4,2025-01-25 19:00:00,2025-01-25 19:19:00
2465,20,1,2025-01-25 19:27:00,2025-01-25 19:51:00
2466,216,1,2025-01-25 20:56:00,2025-01-25 21:23:00
2467,180,1,2025-01-25 10:00:00,2025-01-25 10:15:00
2468,258,2,2025-01-25 18:55:00,2025-01-25 19:09:00
2469,192,4,2025-01-25 19:33:00,2025-01-25 19:48:00
2470,185,1,2025-01-25 20:12:00,2025-01-25 20:45:00
2471,53,1,2025-01-25 21:53:00,2025-01-25 22:26:00
2472,23,1,2025-01-25 19:01:00,2025-01-25 19:18:00
2473,199,3,2025-01-25 10:00:00,2025-01-25 10:16:00
2474,111,1,2025-01-25 19:09:00,2025-01-25 19:43:00
2475,202,2,2025-01-26 11:56:00,2025-01-26 12:20:00
2476,30,3,2025-01-26 18:18:00,2025-01-26 18:45:00
2477,286,3,2025-01-26 21:36:00,2025-01-26 22:07:00
2478,71,3,2025-01-26 17:57:00,2025-01-26 18:19:00
2479,125,4,2025-01-26 18:40:00,2025-01-26 19:00:00
2480,269,1,2025-01-26 21:53:00,2025-01-26 22:24:00
2481,295,4,2025-01-26 18:14:00,2025-01-26 18:36:00
2482,50,4,2025-01-26 14:52:00,2025-01-26 15:14:00
2483,121,1,2025-01-26 12:48:00,2025-01-26 13:01:00
2484,294,4,2025-01-26 19:05:00,2025-01-26 19:21:00
2485,76,2,2025-01-26 15:21:00,2025-01-26 15:36:00
2486,195,3,2025-01-26 19:23:00,2025-01-26 19:46:00
2487,53,3,2025-01-26 12:31:00,2025-01-26 12:58:00
2488,183,2,2025-01-26 10:34:00,2025-01-26 10:52:00
2489,261,3,2025-01-26 13:56:00,2025-01-26 14:12:00
2490,228,1,2025-01-26 10:33:00,2025-01-26 10:55:00
2491,1,3,2025-01-26 18:38:00,2025-01-26 18:53:00
2492,51,1,2025-01-26 20:59:00,2025-01-26 21:23:00
2493,244,4,2025-01-26 12:31:00,2025-01-26 12:52:00
2494,98,3,2025-01-26 15:44:00,2025-01-26 16:16:00
2495,152,3,2025-01-26 18:51:00,2025-01-26 19:23:00
2496,102,1,2025-01-26 19:05:00,2025-01-26 19:18:00
2497,134,2,2025-01-26 14:02:00,2025-01-26 14:14:00
2498,161,4,2025-01-26 12:47:00,2025-01-26 13:02:00
2499,118,2,2025-01-26 12:38:00,2025-01-26 13:03:00
2500,32,1,2025-01-26 10:00:00,2025-01-26 10:25:00
2501,185,4,2025-01-26 13:05:00,2025-01-26 13:18:00
2502,129,3,2025-01-26 13:05:00,2025-01-26 13:33:00
2503,203,1,2025-01-26 21:40:00,2025-01-26 22:11:00
2504,240,2,2025-01-26 13:00:00,2025-01-26 13:24:00
2505,27,1,2025-01-26 19:58:00,2025-01-26 20:22:00
2506,241,3,2025-01-26 20:15:00,2025-01-26 20:36:00
2507,128,4,2025-01-26 13:31:00,2025-01-26 13:45:00
2508,288,3,2025-01-26 12:04:00,2025-01-26 12:23:00
2509,120,4,2025-01-26 10:00:00,2025-01-26 10:31:00
2510,62,3,2025-01-26 19:54:00,2025-01-26 20:24:00
2511,150,2,2025-01-26 19:46:00,2025-01-26 20:02:00
2512,206,3,2025-01-26 17:16:00,2025-01-26 17:30:00
2513,87,2,2025-01-26 20:34:00,2025-01-26 20:49:00
2514,146,3,2025-01-26 18:15:00,2025-01-26 18:46:00
2515,221,3,2025-01-26 11:54:00,2025-01-26 12:11:00
2516,84,3,2025-01-26 19:27:00,2025-01-26 19:51:00
2517,156,2,2025-01-26 19:11:00,2025-01-26 19:44:00
2518,205,4,2025-01-26 16:27:00,2025-01-26 16:52:00
2519,287,2,2025-01-26 12:52:00,2025-01-26 13:16:00
2520,106,4,2025-01-26 18:49:00,2025-01-26 19:22:00
2521,181,2,2025-01-26 14:58:00,2025-01-26 15:30:00
2522,47,3,2025-01-26 20:39:00,2025-01-26 20:52:00
2523,262,4,2025-01-26 20:29:00,2025-01-26 20:49:00
2524,190,3,2025-01-26 10:00:00,2025-01-26 10:12:00
2525,91,3,2025-01-26 12:26:00,2025-01-26 12:44:00
2526,70,3,2025-01-26 21:21:00,2025-01-26 21:35:00
2527,291,2,2025-01-26 18:07:00,2025-01-26 18:25:00
2528,178,2,2025-01-26 11:13:00,2025-01-26 11:44:00
2529,36,4,2025-01-26 17:37:00,2025-01-26 17:52:00
2530,55,1,2025-01-26 13:38:00,2025-01-26 14:06:00
2531,5,4,2025-01-26 19:27:00,2025-01-26 19:59:00
2532,45,3,2025-01-26 11:53:00,2025-01-26 12:05:00
2533,63,2,2025-01-26 11:06:00,2025-01-26 11:22:00
2534,72,2,2025-01-26 14:58:00,2025-01-26 15:20:00
2535,105,2,2025-01-26 20:02:00,2025-01-26 20:24:00
2536,86,4,2025-01-26 17:15:00,2025-01-26 17:27:00
2537,109,2,2025-01-26 19:27:00,2025-01-26 20:01:00
2538,276,4,2025-01-26 12:33:00,2025-01-26 12:56:00
2539,37,3,2025-01-26 10:28:00,2025-01-26 10:43:00
2540,17,1,2025-01-26 20:27:00,2025-01-26 20:57:00
2541,82,1,2025-01-26 17:07:00,2025-01-26 17:31:00
2542,124,2,2025-01-26 15:43:00,2025-01-26 16:07:00
2543,194,4,2025-01-26 16:51:00,2025-01-26 17:17:00
2544,230,4,2025-01-26 18:30:00,2025-01-26 19:03:00
2545,246,4,2025-01-26 21:24:00,2025-01-26 21:53:00
2546,89,2,2025-01-26 20:03:00,2025-01-26 20:35:00
2547,153,2,2025-01-26 10:59:00,2025-01-26 11:25:00
2548,29,1,2025-01-26 19:51:00,2025-01-26 20:21:00
2549,224,1,2025-01-26 18:42:00,2025-01-26 19:00:00
2550,245,4,2025-01-26 20:26:00,2025-01-26 20:46:00
2551,94,1,2025-01-26 10:52:00,2025-01-26 11:24:00
2552,81,4,2025-01-26 19:03:00,2025-01-26 19:27:00
2553,2,3,2025-01-26 17:35:00,2025-01-26 18:05:00
2554,137,3,2025-01-26 20:19:00,2025-01-26 20:41:00
2555,180,1,2025-01-26 18:00:00,2025-01-26 18:33:00
2556,236,2,2025-01-26 10:00:00,2025-01-26 10:22:00
2557,188,1,2025-01-26 13:14:00,2025-01-26 13:36:00
2558,38,3,2025-01-26 10:23:00,2025-01-26 10:47:00
2559,249,1,2025-01-26 21:17:00,2025-01-26 21:38:00
2560,182,4,2025-01-26 15:47:00,2025-01-26 16:08:00
2561,143,4,2025-01-26 18:35:00,2025-01-26 18:54:00
2562,68,2,2025-01-26 19:50:00,2025-01-26 20:03:00
2563,14,4,2025-01-26 21:53:00,2025-01-26 22:10:00
2564,281,2,2025-01-26 14:53:00,2025-01-26 15:18:00
2565,225,4,2025-01-26 20:40:00,2025-01-26 21:09:00
2566,238,1,2025-01-26 11:17:00,2025-01-26 11:31:00
2567,214,2,2025-01-26 13:23:00,2025-01-26 13:37:00
2568,192,1,2025-01-26 12:39:00,2025-01-26 13:10:00
2569,209,3,2025-01-27 17:13:00,2025-01-27 17:42:00
2570,288,1,2025-01-27 13:45:00,2025-01-27 14:02:00
2571,77,3,2025-01-27 17:14:00,2025-01-27 17:30:00
2572,140,1,2025-01-27 18:28:00,2025-01-27 18:46:00
2573,35,2,2025-01-27 12:47:00,2025-01-27 13:02:00
2574,247,1,2025-01-27 21:53:00,2025-01-27 22:15:00
2575,242,3,2025-01-27 13:00:00,2025-01-27 13:32:00
2576,124,2,2025-01-27 19:18:00,2025-01-27 19:44:00
2577,19,1,2025-01-27 18:50:00,2025-01-27 19:14:00
2578,177,4,2025-01-27 18:10:00,2025-01-27 18:31:00
2579,83,2,2025-01-27 14:19:00,2025-01-27 14:49:00
2580,43,4,2025-01-27 11:21:00,2025-01-27 11:50:00
2581,158,3,2025-01-27 19:20:00,2025-01-27 19:39:00
2582,292,2,2025-01-27 19:48:00,2025-01-27 20:22:00
2583,205,1,2025-01-27 21:39:00,2025-01-27 22:03:00
2584,7,2,2025-01-27 13:08:00,2025-01-27 13:22:00
2585,12,3,2025-01-27 18:19:00,2025-01-27 18:35:00
2586,195,3,2025-01-27 12:37:00,2025-01-27 13:11:00
2587,196,2,2025-01-27 18:49:00,2025-01-27 19:03:00
2588,125,4,2025-01-27 21:53:00,2025-01-27 22:08:00
2589,87,3,2025-01-27 19:01:00,2025-01-27 19:20:00
2590,281,4,2025-01-27 18:44:00,2025-01-27 18:57:00
2591,59,4,2025-01-27 19:05:00,2025-01-27 19:36:00
2592,148,4,2025-01-27 17:21:00,2025-01-27 17:52:00
2593,224,3,2025-01-27 18:28:00,2025-01-27 18:45:00
2594,133,4,2025-01-27 15:39:00,2025-01-27 16:06:00
2595,277,1,2025-01-27 19:53:00,2025-01-27 20:25:00
2596,89,3,2025-01-27 11:39:00,2025-01-27 11:53:00
2597,268,1,2025-01-27 19:11:00,2025-01-27 19:40:00
2598,37,4,2025-01-27 11:38:00,2025-01-27 11:59:00
2599,217,1,2025-01-27 20:43:00,2025-01-27 21:00:00
2600,220,4,2025-01-27 20:03:00,2025-01-27 20:28:00
2601,237,2,2025-01-27 21:46:00,2025-01-27 21:58:00
2602,168,1,2025-01-27 20:31:00,2025-01-27 20:47:00
2603,295,1,2025-01-27 12:17:00,2025-01-27 12:48:00
2604,251,3,2025-01-27 21:05:00,2025-01-27 21:33:00
2605,214,1,2025-01-27 15:11:00,2025-01-27 15:23:00
2606,264,1,2025-01-27 16:46:00,2025-01-27 17:16:00
2607,165,2,2025-01-27 10:00:00,2025-01-27 10:34:00
2608,120,2,2025-01-27 18:13:00,2025-01-27 18:29:00
2609,74,4,2025-01-27 20:08:00,2025-01-27 20:41:00
2610,261,1,2025-01-27 10:59:00,2025-01-27 11:14:00
2611,222,4,2025-01-27 13:44:00,2025-01-27 14:08:00
2612,298,4,2025-01-27 11:41:00,2025-01-27 12:10:00
2613,100,2,2025-01-27 20:31:00,2025-01-27 20:59:00
2614,145,4,2025-01-27 20:08:00,2025-01-27 20:40:00
2615,14,2,2025-01-27 21:08:00,2025-01-27 21:42:00
2616,56,3,2025-01-27 18:37:00,2025-01-27 18:55:00
2617,171,1,2025-01-27 18:34:00,2025-01-27 18:59:00
2618,3,3,2025-01-27 18:53:00,2025-01-27 19:11:00
2619,51,1,2025-01-27 19:25:00,2025-01-27 19:58:00
2620,109,4,2025-01-27 15:49:00,2025-01-27 16:11:00
2621,279,4,2025-01-27 11:27:00,2025-01-27 11:58:00
2622,287,3,2025-01-27 15:37:00,2025-01-27 15:55:00
2623,289,4,2025-01-27 19:51:00,2025-01-27 20:13:00
2624,135,2,2025-01-27 17:45:00,2025-01-27 18:17:00
2625,162,4,2025-01-27 19:43:00,2025-01-27 20:05:00
2626,27,1,2025-01-27 21:53:00,2025-01-27 22:27:00
2627,253,3,2025-01-27 20:22:00,2025-01-27 20:41:00
2628,63,2,2025-01-27 19:42:00,2025-01-27 20:12:00
2629,192,1,2025-01-27 18:38:00,2025-01-27 19:06:00
2630,180,2,2025-01-27 12:20:00,2025-01-27 12:46:00
2631,82,1,2025-01-27 16:13:00,2025-01-27 16:45:00
2632,240,2,2025-01-27 19:40:00,2025-01-27 20:14:00
2633,72,2,2025-01-27 13:11:00,2025-01-27 13:25:00
2634,95,1,2025-01-27 17:45:00,2025-01-27 18:09:00
2635,182,4,2025-01-27 11:40:00,2025-01-27 12:11:00
2636,147,1,2025-01-27 19:10:00,2025-01-27 19:29:00
2637,70,3,2025-01-27 12:09:00,2025-01-27 12:22:00
2638,260,3,2025-01-27 19:13:00,2025-01-27 19:47:00
2639,118,2,2025-01-27 19:58:00,2025-01-27 20:13:00
2640,287,3,2025-01-28 13:26:00,2025-01-28 13:51:00
2641,44,2,2025-01-28 16:41:00,2025-01-28 17:01:00
2642,106,2,2025-01-28 12:43:00,2025-01-28 13:01:00
2643,246,2,2025-01-28 12:27:00,2025-01-28 12:49:00
2644,121,3,2025-01-28 11:13:00,2025-01-28 11:40:00
2645,80,3,2025-01-28 20:36:00,2025-01-28 21:01:00
2646,297,2,2025-01-28 14:34:00,2025-01-28 15:02:00
2647,13,3,2025-01-28 18:32:00,2025-01-28 19:04:00
2648,116,2,2025-01-28 19:14:00,2025-01-28 19:29:00
2649,133,3,2025-01-28 12:12:00,2025-01-28 12:44:00
2650,138,1,2025-01-28 19:41:00,2025-01-28 20:09:00
2651,147,3,2025-01-28 11:50:00,2025-01-28 12:15:00
2652,38,1,2025-01-28 18:10:00,2025-01-28 18:29:00
2653,193,2,2025-01-28 10:08:00,2025-01-28 10:31:00
2654,295,4,2025-01-28 13:18:00,2025-01-28 13:44:00
2655,280,1,2025-01-28 21:53:00,2025-01-28 22:23:00
2656,143,3,2025-01-28 18:32:00,2025-01-28 18:48:00
2657,278,3,2025-01-28 17:41:00,2025-01-28 17:58:00
2658,299,3,2025-01-28 17:33:00,2025-01-28 18:07:00
2659,259,2,2025-01-28 19:21:00,2025-01-28 19:45:00
2660,189,1,2025-01-28 15:43:00,2025-01-28 16:10:00
2661,20,3,2025-01-28 11:16:00,2025-01-28 11:28:00
2662,174,4,2025-01-28 11:54:00,2025-01-28 12:09:00
2663,238,4,2025-01-28 12:21:00,2025-01-28 12:50:00
2664,126,1,2025-01-28 13:04:00,2025-01-28 13:23:00
2665,252,1,2025-01-28 20:50:00,2025-01-28 21:24:00
2666,177,2,2025-01-28 19:17:00,2025-01-28 19:41:00
2667,172,1,2025-01-28 17:22:00,2025-01-28 17:35:00
2668,228,2,2025-01-28 19:39:00,2025-01-28 20:10:00
2669,96,4,2025-01-28 19:27:00,2025-01-28 19:53:00
